CustomerID,Age,Gender,Income,Region,AvgSpending,PurchaseFrequency,FavoriteBrand,PreferredStyle,ShoppingMethod,SustainabilityConcern,CustomizationInterest,BrandLoyaltyScore,DiscountSensitivity,PurchaseTimeOfDay,MarketTrendInterest,CompetitorPriceSensitivity,ProductID,ProductName,ProductCategory,ProductBrand,ProductPrice,ProductMaterial,ProductStyle,ProductDimensions,ProductDescription,PurchaseDate,QuantityPurchased,CompetitorPrice,CompetitorBrand,DataSource
1024,68,Other,39931.96,North,394.14,Quarterly,Target,Modern,Online,Medium,No,3,Low,Evening,"Sustainable,Smart Homes",High,5024,Sofa Set,Lighting,Williams-Sonoma,293.66,Plastic,Bohemian,30x30x10 inches,Durable and eco-friendly,2024-01-24,4,828.59,West Elm,CRM
1025,69,Male,51553.98,North,255.21,Quarterly,Target,Minimalist,In-Store,Medium,Yes,1,High,Afternoon,"Minimalist,Scandinavian,Biophilic",High,5025,Sofa Set,Furniture,Wayfair,1832.88,Metal,Minimalist,24x18x15 inches,A stylish addition to any room,2024-01-25,3,381.01,Williams-Sonoma,Web Analytics
1026,66,Other,49909.94,West,641.18,Quarterly,West Elm,Bohemian,Both,Low,No,4,Medium,Evening,"Customization,Handmade",Medium,5026,Wall Art,Furniture,Target,953.5,Metal,Modern,24x18x15 inches,Compact and space-saving,2024-01-26,3,1234.94,West Elm,CRM
1027,37,Other,118811.69,East,740.97,Quarterly,Williams-Sonoma,Minimalist,Online,Low,No,4,Low,Afternoon,"Minimalist,Scandinavian,Biophilic",Low,5027,Wall Art,Furniture,Target,303.38,Metal,Rustic,12x12x20 inches,Compact and space-saving,2024-01-27,4,487.85,IKEA,Web Analytics
1028,33,Other,57540.55,North,385.37,Weekly,Wayfair,Industrial,Both,High,Yes,10,Medium,Morning,"Sustainable,Smart Homes",High,5028,Dining Table,Lighting,West Elm,1428.99,Fabric,Minimalist,24x18x15 inches,A stylish addition to any room,2024-01-28,1,228.99,West Elm,CRM
1029,54,Female,41467.87,North,585.56,Quarterly,Williams-Sonoma,Industrial,Online,Medium,No,2,High,Afternoon,"Minimalist,Scandinavian,Biophilic",Low,5029,Dining Table,Wall Decor,Wayfair,1333.54,Wood,Bohemian,12x12x20 inches,A stylish addition to any room,2024-01-29,1,119.34,West Elm,CRM
1030,20,Female,79100.63,North,721.83,Weekly,Williams-Sonoma,Minimalist,In-Store,Low,No,8,Medium,Morning,"Customization,Handmade",High,5030,Bookshelf,Lighting,West Elm,1926.47,Glass,Modern,24x18x15 inches,A stylish addition to any room,2024-01-30,1,65.3,IKEA,Web Analytics
1031,44,Male,107216.17,North,479.21,Monthly,West Elm,Rustic,Online,Medium,Yes,6,Medium,Morning,"Sustainable,Smart Homes",Medium,5031,Chair,Textiles,Williams-Sonoma,894.2,Wood,Modern,24x18x15 inches,Durable and eco-friendly,2024-01-31,3,873.71,Target,Web Analytics
1032,32,Other,91025.43,West,868.61,Weekly,Williams-Sonoma,Rustic,Both,Medium,Yes,3,Medium,Evening,"Minimalist,Scandinavian,Biophilic",High,5032,Wall Art,Lighting,West Elm,550.24,Metal,Rustic,30x30x10 inches,A stylish addition to any room,2024-02-01,4,864.92,West Elm,Web Analytics
1033,51,Female,56647.39,West,794.39,Monthly,IKEA,Modern,Online,Medium,No,1,High,Morning,"Customization,Handmade",High,5033,Chair,Textiles,Wayfair,138.79,Fabric,Bohemian,30x30x10 inches,Compact and space-saving,2024-02-02,4,387.38,Williams-Sonoma,Web Analytics
1034,62,Male,80545.45,West,158.2,Weekly,Target,Modern,Both,High,Yes,3,Low,Afternoon,"Sustainable,Smart Homes",Medium,5034,Sofa Set,Textiles,Target,1471.58,Wood,Rustic,12x12x20 inches,Durable and eco-friendly,2024-02-03,1,1572.36,West Elm,Web Analytics
1035,39,Other,94337.04,West,659.01,Weekly,Target,Modern,Both,Low,Yes,8,Low,Morning,"Customization,Handmade",Medium,5035,Rug,Lighting,Williams-Sonoma,1242.21,Plastic,Minimalist,12x12x20 inches,Durable and eco-friendly,2024-02-04,3,275.96,West Elm,Web Analytics
1036,57,Male,95529.4,East,311.79,Quarterly,West Elm,Bohemian,In-Store,Medium,No,4,Low,Morning,"Customization,Handmade",High,5036,Wall Art,Lighting,Wayfair,1945.77,Wood,Industrial,12x12x20 inches,Compact and space-saving,2024-02-05,4,1832.33,IKEA,Web Analytics
1037,40,Male,89988.46,West,601.77,Weekly,Target,Rustic,Online,Low,Yes,3,Low,Evening,"Sustainable,Smart Homes",Low,5037,Sofa Set,Lighting,Williams-Sonoma,1430.09,Plastic,Modern,24x18x15 inches,Durable and eco-friendly,2024-02-06,4,1183.4,IKEA,CRM
1038,66,Male,108372.94,West,961.2,Weekly,IKEA,Minimalist,Both,Medium,No,4,High,Afternoon,"Minimalist,Scandinavian,Biophilic",Medium,5038,Chair,Wall Decor,IKEA,1867.66,Wood,Rustic,24x18x15 inches,A stylish addition to any room,2024-02-07,1,74.68,Williams-Sonoma,CRM
1039,21,Male,108309.49,North,891.16,Quarterly,West Elm,Industrial,In-Store,Low,Yes,4,Medium,Morning,"Minimalist,Scandinavian,Biophilic",High,5039,Curtains,Lighting,Wayfair,1983.33,Wood,Modern,12x12x20 inches,A stylish addition to any room,2024-02-08,1,1926.69,Wayfair,Web Analytics
1040,68,Male,82104.29,East,464.06,Monthly,Wayfair,Rustic,In-Store,Low,No,2,Low,Evening,"Minimalist,Scandinavian,Biophilic",Medium,5040,Wall Art,Furniture,IKEA,868.29,Wood,Modern,24x18x15 inches,A stylish addition to any room,2024-02-09,4,629.72,IKEA,Survey
1041,58,Male,68687.07,North,362.36,Quarterly,Target,Rustic,In-Store,Low,No,4,Low,Evening,"Minimalist,Scandinavian,Biophilic",Low,5041,Lamp,Lighting,West Elm,317.58,Metal,Rustic,30x30x10 inches,A stylish addition to any room,2024-02-10,3,910.95,Wayfair,Web Analytics
1042,40,Male,87741.33,East,310.97,Quarterly,Williams-Sonoma,Rustic,Both,Medium,No,9,High,Afternoon,"Customization,Handmade",High,5042,Wall Art,Textiles,Wayfair,407.78,Plastic,Modern,24x18x15 inches,Durable and eco-friendly,2024-02-11,2,582.85,Williams-Sonoma,Survey
1043,64,Other,103639.08,South,579.26,Quarterly,IKEA,Modern,Online,High,Yes,4,Medium,Evening,"Minimalist,Scandinavian,Biophilic",High,5043,Chair,Wall Decor,IKEA,650.38,Fabric,Bohemian,30x30x10 inches,Compact and space-saving,2024-02-12,4,1462.27,West Elm,CRM
1044,26,Other,30508.69,East,202.82,Monthly,IKEA,Bohemian,Both,Low,No,1,Medium,Morning,"Minimalist,Scandinavian,Biophilic",Low,5044,Chair,Wall Decor,Target,1027.61,Glass,Bohemian,12x12x20 inches,Durable and eco-friendly,2024-02-13,4,981.65,West Elm,CRM
1045,41,Male,119279.73,East,594.35,Weekly,Target,Minimalist,In-Store,High,Yes,1,Low,Evening,"Customization,Handmade",Low,5045,Bookshelf,Textiles,West Elm,262.39,Plastic,Industrial,24x18x15 inches,Compact and space-saving,2024-02-14,3,282.1,Wayfair,Survey
1046,38,Other,46460.44,North,101.2,Weekly,Wayfair,Modern,Both,Low,No,1,Low,Afternoon,"Customization,Handmade",High,5046,Chair,Wall Decor,Wayfair,617.4,Metal,Bohemian,12x12x20 inches,Compact and space-saving,2024-02-15,4,226.32,Williams-Sonoma,CRM
1047,58,Male,72322.41,East,391.46,Quarterly,Williams-Sonoma,Bohemian,Both,High,No,5,Medium,Afternoon,"Sustainable,Smart Homes",Low,5047,Lamp,Wall Decor,Wayfair,629.43,Plastic,Rustic,30x30x10 inches,A stylish addition to any room,2024-02-16,2,1456.24,Williams-Sonoma,Web Analytics
1048,63,Other,108482.68,East,297.94,Quarterly,Wayfair,Rustic,In-Store,Low,No,6,High,Evening,"Customization,Handmade",Low,5048,Sofa Set,Furniture,Target,28.09,Fabric,Bohemian,12x12x20 inches,Durable and eco-friendly,2024-02-17,3,489.42,IKEA,Survey
1049,33,Female,50253.64,North,974.1,Weekly,Wayfair,Bohemian,Online,High,Yes,6,Medium,Morning,"Sustainable,Smart Homes",High,5049,Lamp,Furniture,Target,721.25,Plastic,Industrial,30x30x10 inches,A stylish addition to any room,2024-02-18,2,292.83,Wayfair,Survey
1050,42,Male,72911.57,South,754.52,Weekly,Target,Modern,In-Store,Low,No,6,Medium,Evening,"Sustainable,Smart Homes",Medium,5050,Wall Art,Wall Decor,IKEA,249.98,Metal,Minimalist,30x30x10 inches,Durable and eco-friendly,2024-02-19,2,1008.87,IKEA,CRM
1051,43,Female,41932.4,South,414.69,Weekly,Williams-Sonoma,Rustic,In-Store,Low,No,9,Low,Afternoon,"Minimalist,Scandinavian,Biophilic",Low,5051,Curtains,Lighting,IKEA,870.83,Metal,Minimalist,12x12x20 inches,Durable and eco-friendly,2024-02-20,4,1609.48,Wayfair,Survey
1052,66,Male,65556.87,South,183.56,Monthly,Target,Modern,Both,High,Yes,1,High,Evening,"Minimalist,Scandinavian,Biophilic",Medium,5052,Lamp,Wall Decor,IKEA,409.14,Glass,Rustic,30x30x10 inches,A stylish addition to any room,2024-02-21,2,571.99,IKEA,Survey
1053,62,Male,45942.19,East,565.12,Monthly,Target,Minimalist,In-Store,Low,No,10,High,Evening,"Minimalist,Scandinavian,Biophilic",Medium,5053,Bookshelf,Furniture,Williams-Sonoma,1647.79,Fabric,Industrial,12x12x20 inches,Durable and eco-friendly,2024-02-22,4,567.33,IKEA,Survey
1054,26,Female,62726.5,North,292.1,Quarterly,IKEA,Rustic,Both,Medium,No,6,High,Morning,"Customization,Handmade",Medium,5054,Rug,Wall Decor,West Elm,179.44,Glass,Bohemian,12x12x20 inches,A stylish addition to any room,2024-02-23,4,1671.08,Williams-Sonoma,CRM
1055,32,Female,63611.78,South,582.79,Monthly,Target,Bohemian,In-Store,Low,Yes,8,Low,Evening,"Customization,Handmade",Low,5055,Lamp,Lighting,Wayfair,1734.01,Wood,Industrial,12x12x20 inches,Compact and space-saving,2024-02-24,3,312.71,Williams-Sonoma,Survey
1056,56,Female,119385.37,South,851.83,Quarterly,West Elm,Modern,In-Store,Low,Yes,8,High,Morning,"Minimalist,Scandinavian,Biophilic",High,5056,Chair,Lighting,West Elm,1169.44,Metal,Modern,30x30x10 inches,A stylish addition to any room,2024-02-25,3,1241.12,West Elm,Survey
1057,50,Male,119533.17,South,654.21,Weekly,Williams-Sonoma,Industrial,Online,Medium,Yes,3,High,Evening,"Minimalist,Scandinavian,Biophilic",High,5057,Bookshelf,Furniture,Target,928.11,Glass,Industrial,30x30x10 inches,Durable and eco-friendly,2024-02-26,3,1910.93,West Elm,Web Analytics
1058,18,Female,40330.77,South,670.41,Weekly,IKEA,Bohemian,In-Store,Medium,No,5,Low,Evening,"Customization,Handmade",High,5058,Lamp,Wall Decor,West Elm,1108.49,Metal,Bohemian,24x18x15 inches,Durable and eco-friendly,2024-02-27,4,1685.78,Williams-Sonoma,Web Analytics
1059,22,Female,95337.19,North,586.93,Quarterly,Williams-Sonoma,Bohemian,Online,Medium,Yes,10,Medium,Morning,"Sustainable,Smart Homes",High,5059,Dining Table,Furniture,West Elm,764.7,Metal,Rustic,12x12x20 inches,Compact and space-saving,2024-02-28,2,142.39,Williams-Sonoma,Survey
1060,26,Other,34657.09,South,934.54,Weekly,IKEA,Rustic,In-Store,High,No,4,High,Morning,"Sustainable,Smart Homes",High,5060,Rug,Textiles,IKEA,272.67,Wood,Modern,12x12x20 inches,Compact and space-saving,2024-02-29,2,653.42,IKEA,CRM
1061,61,Other,32717.28,East,938.71,Quarterly,West Elm,Bohemian,In-Store,Medium,No,1,Medium,Afternoon,"Minimalist,Scandinavian,Biophilic",High,5061,Sofa Set,Furniture,Target,1536.44,Metal,Industrial,12x12x20 inches,Compact and space-saving,2024-03-01,3,301.9,West Elm,Survey
1062,23,Female,39480.05,East,561.45,Quarterly,Target,Modern,In-Store,High,Yes,9,High,Morning,"Minimalist,Scandinavian,Biophilic",Medium,5062,Chair,Furniture,West Elm,1857.26,Glass,Minimalist,12x12x20 inches,A stylish addition to any room,2024-03-02,3,1899.5,Williams-Sonoma,CRM
1063,45,Female,116893.71,North,375.18,Quarterly,IKEA,Industrial,Online,Medium,Yes,5,Medium,Evening,"Minimalist,Scandinavian,Biophilic",Medium,5063,Bookshelf,Furniture,Wayfair,1901.13,Fabric,Bohemian,12x12x20 inches,A stylish addition to any room,2024-03-03,4,1972.16,Wayfair,Web Analytics
1064,62,Female,114677.72,West,513.63,Monthly,IKEA,Minimalist,Both,High,No,2,Medium,Afternoon,"Sustainable,Smart Homes",Medium,5064,Lamp,Wall Decor,IKEA,1348.01,Plastic,Rustic,12x12x20 inches,Durable and eco-friendly,2024-03-04,1,485.29,Wayfair,Web Analytics
1065,43,Female,47453.5,South,267.9,Quarterly,IKEA,Industrial,Online,Medium,Yes,2,Low,Morning,"Minimalist,Scandinavian,Biophilic",Low,5065,Curtains,Textiles,West Elm,832.49,Glass,Bohemian,12x12x20 inches,Compact and space-saving,2024-03-05,1,1346.0,West Elm,Survey
1066,45,Other,44550.51,South,672.71,Quarterly,West Elm,Modern,In-Store,Medium,Yes,7,Low,Morning,"Sustainable,Smart Homes",Low,5066,Rug,Wall Decor,Target,967.15,Wood,Industrial,24x18x15 inches,Compact and space-saving,2024-03-06,4,1686.43,Wayfair,CRM
1067,57,Male,51648.16,East,550.08,Quarterly,Williams-Sonoma,Rustic,Both,Low,No,4,High,Afternoon,"Customization,Handmade",Low,5067,Sofa Set,Lighting,Wayfair,1320.79,Plastic,Rustic,24x18x15 inches,A stylish addition to any room,2024-03-07,1,482.69,IKEA,CRM
1068,32,Female,76399.23,North,192.97,Monthly,West Elm,Modern,In-Store,Medium,Yes,1,High,Evening,"Customization,Handmade",High,5068,Rug,Textiles,Target,1649.68,Metal,Minimalist,12x12x20 inches,Durable and eco-friendly,2024-03-08,1,391.61,West Elm,CRM
1069,23,Female,81273.42,West,277.88,Weekly,IKEA,Bohemian,Online,Low,Yes,5,Low,Evening,"Customization,Handmade",Medium,5069,Bookshelf,Furniture,Target,761.64,Glass,Modern,12x12x20 inches,Compact and space-saving,2024-03-09,1,42.2,Williams-Sonoma,Survey
1070,44,Other,49943.41,East,531.67,Monthly,IKEA,Rustic,Online,Medium,Yes,2,High,Afternoon,"Minimalist,Scandinavian,Biophilic",Low,5070,Dining Table,Furniture,Target,1835.23,Plastic,Industrial,24x18x15 inches,A stylish addition to any room,2024-03-10,3,835.69,Wayfair,CRM
1071,55,Female,98096.05,West,898.83,Quarterly,Target,Minimalist,Both,Medium,No,7,High,Evening,"Customization,Handmade",Medium,5071,Bookshelf,Furniture,Williams-Sonoma,662.06,Glass,Rustic,24x18x15 inches,A stylish addition to any room,2024-03-11,2,1800.89,IKEA,Web Analytics
1072,21,Female,57859.79,North,609.75,Monthly,West Elm,Minimalist,Online,Low,Yes,9,Low,Morning,"Sustainable,Smart Homes",High,5072,Bookshelf,Wall Decor,Wayfair,1071.1,Metal,Modern,12x12x20 inches,Compact and space-saving,2024-03-12,2,1807.9,Williams-Sonoma,CRM
1073,28,Other,112991.82,North,713.38,Weekly,West Elm,Modern,In-Store,Low,Yes,1,Medium,Evening,"Sustainable,Smart Homes",Medium,5073,Curtains,Lighting,Target,1923.5,Glass,Rustic,12x12x20 inches,Compact and space-saving,2024-03-13,3,272.93,Target,CRM
1074,38,Female,89105.04,North,405.13,Weekly,Wayfair,Bohemian,Both,High,No,2,High,Morning,"Sustainable,Smart Homes",High,5074,Sofa Set,Textiles,Williams-Sonoma,1877.63,Wood,Industrial,24x18x15 inches,Durable and eco-friendly,2024-03-14,3,424.62,IKEA,Survey
1075,47,Female,69271.61,East,614.27,Quarterly,Williams-Sonoma,Minimalist,In-Store,Low,No,6,Low,Evening,"Minimalist,Scandinavian,Biophilic",Low,5075,Curtains,Textiles,IKEA,1397.58,Plastic,Rustic,24x18x15 inches,Compact and space-saving,2024-03-15,3,827.93,Wayfair,Survey
1076,35,Other,101092.08,North,502.64,Weekly,Wayfair,Industrial,Both,High,No,8,High,Morning,"Minimalist,Scandinavian,Biophilic",High,5076,Curtains,Wall Decor,Williams-Sonoma,662.63,Plastic,Minimalist,12x12x20 inches,A stylish addition to any room,2024-03-16,1,1565.64,IKEA,Survey
1077,52,Male,103612.32,East,693.22,Monthly,Wayfair,Rustic,Both,Medium,No,7,High,Afternoon,"Sustainable,Smart Homes",High,5077,Sofa Set,Lighting,IKEA,453.69,Plastic,Rustic,24x18x15 inches,Compact and space-saving,2024-03-17,4,1231.47,Target,Survey
1078,20,Female,56143.34,East,145.52,Monthly,Williams-Sonoma,Industrial,In-Store,Low,Yes,9,Low,Morning,"Sustainable,Smart Homes",Medium,5078,Lamp,Textiles,Williams-Sonoma,178.68,Glass,Industrial,12x12x20 inches,Compact and space-saving,2024-03-18,4,1037.42,Target,Survey
1079,29,Female,60574.31,South,543.97,Weekly,Target,Minimalist,Online,Low,No,2,Low,Evening,"Sustainable,Smart Homes",High,5079,Wall Art,Wall Decor,Target,1423.14,Metal,Rustic,30x30x10 inches,Durable and eco-friendly,2024-03-19,1,1192.03,IKEA,CRM
1080,44,Male,114235.96,East,366.39,Quarterly,Target,Minimalist,In-Store,Medium,No,9,High,Morning,"Sustainable,Smart Homes",Low,5080,Bookshelf,Lighting,Williams-Sonoma,1016.83,Glass,Modern,12x12x20 inches,A stylish addition to any room,2024-03-20,1,210.48,Williams-Sonoma,CRM
1081,47,Other,44826.69,East,393.57,Quarterly,Williams-Sonoma,Modern,Online,Medium,Yes,4,High,Evening,"Customization,Handmade",Low,5081,Sofa Set,Lighting,Williams-Sonoma,1153.13,Glass,Modern,12x12x20 inches,Compact and space-saving,2024-03-21,3,965.77,Williams-Sonoma,Survey
1082,38,Male,33793.54,South,964.83,Monthly,Williams-Sonoma,Modern,Online,Medium,No,3,Medium,Evening,"Sustainable,Smart Homes",High,5082,Curtains,Textiles,Target,955.34,Plastic,Bohemian,12x12x20 inches,A stylish addition to any room,2024-03-22,3,1984.29,Target,Survey
1083,55,Female,70864.98,West,264.43,Weekly,West Elm,Rustic,In-Store,Medium,No,7,Medium,Morning,"Minimalist,Scandinavian,Biophilic",Medium,5083,Bookshelf,Textiles,IKEA,976.23,Metal,Bohemian,24x18x15 inches,Durable and eco-friendly,2024-03-23,2,195.12,West Elm,CRM
1084,38,Male,102108.89,South,380.12,Monthly,West Elm,Modern,Both,Low,Yes,5,Low,Evening,"Minimalist,Scandinavian,Biophilic",Low,5084,Bookshelf,Lighting,Target,1151.12,Fabric,Minimalist,12x12x20 inches,A stylish addition to any room,2024-03-24,3,1048.11,West Elm,Survey
1085,55,Other,99450.13,South,558.9,Monthly,West Elm,Bohemian,In-Store,Medium,No,5,High,Afternoon,"Minimalist,Scandinavian,Biophilic",Low,5085,Curtains,Textiles,Wayfair,1830.24,Metal,Modern,12x12x20 inches,Compact and space-saving,2024-03-25,1,605.39,Williams-Sonoma,Web Analytics
1086,57,Female,112757.76,North,876.72,Monthly,West Elm,Rustic,Both,Medium,No,2,Low,Evening,"Minimalist,Scandinavian,Biophilic",High,5086,Sofa Set,Wall Decor,Williams-Sonoma,78.15,Glass,Bohemian,24x18x15 inches,Compact and space-saving,2024-03-26,2,1089.03,West Elm,CRM
1087,32,Other,77988.06,North,475.0,Quarterly,IKEA,Bohemian,Online,Low,Yes,6,Low,Afternoon,"Minimalist,Scandinavian,Biophilic",High,5087,Dining Table,Lighting,Wayfair,1607.24,Wood,Rustic,30x30x10 inches,Durable and eco-friendly,2024-03-27,3,1156.16,Williams-Sonoma,Web Analytics
1088,35,Other,39005.82,South,769.48,Weekly,IKEA,Modern,Both,High,Yes,6,High,Afternoon,"Sustainable,Smart Homes",Low,5088,Dining Table,Textiles,Target,793.22,Metal,Minimalist,30x30x10 inches,Durable and eco-friendly,2024-03-28,2,1163.4,Wayfair,CRM
1089,69,Male,82982.01,North,870.74,Weekly,Target,Rustic,In-Store,Low,Yes,4,Medium,Evening,"Sustainable,Smart Homes",High,5089,Bookshelf,Textiles,Target,1494.95,Plastic,Industrial,24x18x15 inches,Durable and eco-friendly,2024-03-29,2,1707.37,Williams-Sonoma,CRM
1090,46,Male,100055.61,South,379.01,Quarterly,IKEA,Minimalist,Both,High,Yes,5,Low,Afternoon,"Customization,Handmade",High,5090,Dining Table,Wall Decor,West Elm,1898.08,Wood,Bohemian,12x12x20 inches,A stylish addition to any room,2024-03-30,3,791.7,Wayfair,CRM
